molecule_chembl_id,canonical_smiles,standard_value
CHEMBL155392,CNC(NCCNCc1ccc(CN(C)C)o1)=C(C#N)C#N,630.0
CHEMBL153311,CNC(NCCNCc1ccc(CN(C(C)C)C(C)C)o1)=C(C#N)C#N,2100.0
CHEMBL543546,CC(C)N(CCS/C(=N\O)C(=O)c1ccc(Cl)cc1)C(C)C.Cl,330000.0
CHEMBL1420,C[n+]1ccccc1C=NO,340000.0
CHEMBL556172,CCN(CC)CCS/C(=N\O)C(=O)c1ccccc1.Cl,1000000.0
CHEMBL154263,CC1CCN(Cc2ccc(CNCCN3CCNC3=C(C#N)C#N)o2)CC1,290.0
CHEMBL544669,CCN(CC)CCS/C(=N\O)C(=O)c1ccc(Br)cc1.Cl,210000.0
CHEMBL62664,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,40.0
CHEMBL155111,N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCCC2)o1,80.0
CHEMBL1203534,Cl.N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CC=CCC2)o1,95.0
CHEMBL541044,CN(C)CCS/C(=N\O)C(=O)c1ccc(Br)cc1.Cl,710000.0
CHEMBL543779,CCN(CC)CCS/C(=N\O)C(=O)c1ccc(C#N)cc1.Cl,180000.0
CHEMBL155495,CNC(NCCNCc1ccc(COC)o1)=C(C#N)C#N,20000.0
CHEMBL64011,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,60.0
CHEMBL65585,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,70.0
CHEMBL347539,CNC(NCCNCc1ccc(CN2CCCC2)o1)=C(C#N)C#N,280.0
CHEMBL154433,N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCOCC2)o1,11000.0
CHEMBL157208,N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCSCC2)o1,1500.0
CHEMBL1790041,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,650.0
CHEMBL65356,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,930.0
CHEMBL154366,CC1CCCN(Cc2ccc(CNCCN3CCNC3=C(C#N)C#N)o2)C1,370.0
CHEMBL153821,CC1CCCC(C)N1Cc1ccc(CNCCN2CCNC2=C(C#N)C#N)o1,4500.0
CHEMBL416644,CC[N+](C)(CC)CCS/C(=N\O)C(=O)c1ccc(F)cc1.[Cl-],720000.0
CHEMBL94,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,30.0
CHEMBL303574,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,7600.0
CHEMBL65018,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,80.0
CHEMBL296277,CC[N+](C)(CC)CCS/C(=N\O)C(=O)c1ccc(C#N)cc1.[Cl-],1000000.0
CHEMBL66309,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,380.0
CHEMBL1203535,COC1CCCN(Cc2ccc(CNCCN3CCNC3=C(C#N)C#N)o2)C1.Cl,3300.0
CHEMBL296560,C[N+](C)(C)CCS/C(=N\O)C(=O)c1ccc(Br)cc1.[I-],1000000.0
CHEMBL152260,N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCCC(O)C2)o1,370.0
CHEMBL154950,C/N=c1\c(O)c(O)\c1=N/CCNCc1ccc(CN2CCCCC2)o1,9300.0
CHEMBL296669,CN(C)CCCS/C(=N\O)C(=O)c1ccc(Br)cc1.O=C(O)C(=O)O,1000000.0
CHEMBL1203538,Cl.N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCCCCC2)o1,120.0
CHEMBL19060,COc1ccccc1CNCCCCCCNCCSSCCNCCCCCCNCc1ccccc1OC,138038426460289.0
CHEMBL422977,COc1ccccc1CNCCCCCCNCCCCCCCNCCCCCCNCc1ccccc1OC,223872113856834.0
CHEMBL11805,COc1ccccc1CN(C)CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(C)Cc1ccccc1OC,5888436553555880.0
CHEMBL302179,COc1ccccc1CNCCCCCCNCCCCCCNCCCCCCNCc1ccccc1OC,154881661891249.0
CHEMBL27673,COc1ccccc1CNCCCCCCNCCCCCCCCNCCCCCCNCc1ccccc1OC,186208713666287.0
CHEMBL132377,COc1ccccc1CNCCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCNCc1ccccc1OC,3235936569296280.0
CHEMBL132133,NCCCCCCNCCSSCCNCCCCCCN,1995262314968.88
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,4570881896148750.0
CHEMBL134488,COc1ccccc1CNCCCCCC(=O)NCCCCCCCCNC(=O)CCCCCNCc1ccccc1OC,537031796370253.0
CHEMBL134382,COc1ccccc1CNCCCCCCNCCCCCNCCCCCCNCc1ccccc1OC,138038426460289.0
CHEMBL59109,NC12CC(C(F)(F)F)=CC(Cc3nc(O)ccc31)/C2=C\C(F)(F)F,3000.0
CHEMBL286990,C[n+]1ccn(COCC(C)(C)[N+](=O)[O-])c1/C=N/O.[Cl-],10600.0
CHEMBL294891,C/C=C1\C2C=C(C(F)(F)F)CC1(N)c1ccc(O)nc1C2,400.0
CHEMBL1255901,C/C=C1\[C@H]2C=C(C)C[C@@]1(N)c1ccc(=O)[nH]c1C2,5.0
CHEMBL89011,Nc1c2c(nc3ccccc13)-c1ccccc1CO2,245000.0
CHEMBL748,C[n+]1ccccc1/C=N/O.[Cl-],366000.0
CHEMBL50608,Nc1cc(-c2ccccc2)nc2ccccc12,11480.0
CHEMBL29300,CN(CCn1cc[n+](C)c1/C=N/O)S(C)(=O)=O.[Cl-],6800.0
CHEMBL27675,C[n+]1ccn(COCCS(C)(=O)=O)c1/C=N/O.[Cl-],26500.0
CHEMBL435373,CC1=CC2Cc3nc(O)ccc3C(N)(C1)/C2=C/C(F)(F)F,2000.0
CHEMBL60167,Nc1c2c(nc3ccccc13)-c1ccccc1C2,676.0
CHEMBL89012,Nc1c2c(nc3ccccc13)-c1ccccc1CC2,2980.0
CHEMBL314800,Nc1c2c(nc3ccccc13)-c1ccccc1CS2,18580.0
CHEMBL553212,C[n+]1ccn(CCN2CCCC2)c1/C=N/O.[Cl-],17900.0
CHEMBL156630,C/N=C1/CCc2c1n(C)c1ccc(OC(=O)NCc3ccccc3)c(Br)c21,4190.0
CHEMBL315013,COc1cc2cc(C(=O)CC(O)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],219.0
CHEMBL155754,C/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)c(Cl)c21,230.0
CHEMBL314658,COc1cc2cc(C(=O)CC3=CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],750.0
CHEMBL87170,COc1cc2cc(C(=O)CCc3cc[n+](Cc4ccccc4)cc3)sc2cc1OC,4.6
CHEMBL87959,COc1cc2cc(C(=O)CCC3CC[N+](C)(CCOc4ccccc4)CC3)sc2cc1OC.[Br-],390.0
CHEMBL87295,CCC[n+]1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1.[Br-],2570.0
CHEMBL82810,COc1cc2cc(C(=O)CCc3cc[n+](CC4CCC4)cc3)sc2cc1OC.[Br-],40.0
CHEMBL157182,C/N=C1/CCc2c1n(C)c1cc(Cl)c(OC(=O)NC)cc21,670.0
CHEMBL88049,COc1cc2cc(C(=O)CCCCC3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],110.0
CHEMBL87128,CC[n+]1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1.[Br-],280.0
CHEMBL160219,CNC(=O)Oc1ccc2c(c1)c1c(n2C)/C(=N\CCc2ccccc2)CC1,160.0
CHEMBL445916,CCCn1c2c(c3c(Br)c(OC(=O)NC)ccc31)CC/C2=N/CC,230.0
CHEMBL85473,COc1cc2cc(C(O)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],19580.0
CHEMBL314502,COc1cc2cc(C(=O)CCC3CC[N+](C)(CC#N)CC3)sc2cc1OC.[Br-],1000.0
CHEMBL87320,COCC[N+]1(C)CCC(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)CC1.[Br-],53.0
CHEMBL87280,COC(=O)c1ccc(C[n+]2ccc(CCC(=O)c3cc4cc(OC)c(OC)cc4s3)cc2)cc1,1000.0
CHEMBL348607,CCCCNC(=O)Oc1ccc2c(c1Br)c1c(n2C)/C(=N\C)CC1,3170.0
CHEMBL313809,COc1cc2cc(C(=O)C=C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],520.0
CHEMBL87849,COc1cc2cc(C(=O)CCc3cc[n+](Cc4ccc(F)cc4)cc3)sc2cc1OC,2.6
CHEMBL314398,COc1cc2cc(C(=O)CC(OC)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],120.0
CHEMBL87373,COc1cc2cc(C(=O)CCc3cc[n+](CC4CC4)cc3)sc2cc1OC.[Br-],110.0
CHEMBL156931,C/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)cc21,3360.0
CHEMBL83005,COc1cc2cc(C(=O)CC3(O)CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],90.0
CHEMBL315515,COc1cc2cc(C(=O)CCC3CC[N+](C)(CC4CCCCO4)CC3)sc2cc1OC.[Br-],28.0
CHEMBL441632,COc1cc2cc(C(=O)CCc3cc[n+](C)cc3)sc2cc1OC.[Br-],900.0
CHEMBL87937,COCC[n+]1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1,30.0
CHEMBL441808,COc1cc2cc(C(=O)CC(O)CCC3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],380.0
CHEMBL87649,COc1cc2cc(C(=O)CCc3cc[n+](Cc4ccsc4)cc3)sc2cc1OC,6.0
CHEMBL160836,CC/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)c(Br)c21,140.0
CHEMBL156861,C/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)c(Br)c21,180.0
CHEMBL314766,COC(=O)C[N+]1(C)CCC(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)CC1.[Br-],54.0
CHEMBL88026,COc1cc2cc(C(=O)CCC3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],8.0
CHEMBL86233,COc1cc2cc(CC3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],10000.0
CHEMBL155350,CC/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)c(Cl)c21,160.0
CHEMBL155863,CCC/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)cc21,3840.0
CHEMBL87980,C=CC[n+]1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1.[Br-],540.0
CHEMBL87441,CCOCC[n+]1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1,7.0
CHEMBL158946,C/N=C1/CCc2c1n(C)c1ccc(OC(=O)N(C)C)c(Br)c21,60.0
CHEMBL87550,COc1cc2cc(C=C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],2670.0
CHEMBL609440,COc1cc2cc(C(=O)CCc3cc[n+](Cc4ccc([N+](=O)[O-])o4)cc3)sc2cc1OC.[Br-],4.5
CHEMBL350464,CC/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)cc21,5680.0
CHEMBL313271,COc1cc2cc(C(=O)CCC3CC[N+](C)(Cc4ccc([N+](=O)[O-])o4)CC3)sc2cc1OC.[Br-],32.0
CHEMBL423313,COc1cc2cc(C(=O)CCC3CC[N+](C)(CC(=O)OC(C)(C)C)CC3)sc2cc1OC.[Br-],79.0
CHEMBL309667,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCNC1N2,10.9
CHEMBL419470,C[C@@]12CCNC1Nc1ccc(OC(=O)Nc3ccccc3)cc12,22.1
CHEMBL80221,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2Cc1ccccc1,161.0
CHEMBL431844,Nc1c2c(nc3ccccc13)C1CCC2C1,31.5
CHEMBL80247,CN1c2ccc(OC(=O)Nc3ccccc3)cc2[C@]2(C)CCNC12,13.8
CHEMBL418917,CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3NC12,40.8
CHEMBL77896,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(Cc3ccccc3)C1N2Cc1ccccc1,1090.0
CHEMBL369661,Nc1c2c(nc3c(Cl)cccc13)CCCC2,68.9
CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,2.33
CHEMBL74089,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCNC1N2C,21.0
CHEMBL134057,Nc1c2c(nc3cccc(Cl)c13)CCCC2,9.4
CHEMBL76640,CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(C)C1N2C,9890.0
CHEMBL76241,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(Cc3ccccc3)C1N2C,330.0
CHEMBL431784,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2,56.7
CHEMBL51934,Nc1c2c(nc3ccccc13)CCCC2O,164.0
CHEMBL352500,Nc1c2c(nc3cc(Cl)ccc13)C1CCC2C1,4.5
CHEMBL292314,Nc1c2c(nc3cc(Cl)ccc13)CCCC2,1.8
CHEMBL355740,Nc1c2c(nc3c(Cl)cccc13)C1CCC2C1,84.3
CHEMBL54727,CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)C12,24.0
CHEMBL75919,CN1CC[C@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)C12,3500.0
CHEMBL309351,C[C@]12CCNC1Nc1ccc(OC(=O)Nc3ccccc3)cc12,231.0
CHEMBL75743,CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCNC1N2,1490.0
CHEMBL76135,C[C@@]12CCN(Cc3ccccc3)C1N(Cc1ccccc1)c1ccc(OC(=O)Nc3ccccc3)cc12,41130.0
CHEMBL440497,CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(Cc3ccccc3)C1N2Cc1ccccc1,3560.0
CHEMBL368196,Nc1c2c(nc3cccc(Cl)c13)C1CCC2C1,42.2
CHEMBL62084,Nc1c2c(nc3ccc(Cl)cc13)CCCC2,743.0
CHEMBL172118,Nc1c2c(nc3ccc(Cl)cc13)C1CCC2C1,1100.0
CHEMBL1202875,Cl.Cl.O.c1ccc(CN2CCC(CCOc3ccc(-c4ccccc4)nn3)CC2)cc1,710.0
CHEMBL436367,Nc1c2c(nc3c1CCCO3)CCCC2,455.0
CHEMBL132365,COc1cccc2nc3c(c(N)c12)CCCC3,615.0
CHEMBL3215535,Cl.Cl.c1ccc(CN2CCC(CCNc3ccc(-c4ccccc4)nn3)CC2)cc1,140.0
CHEMBL1202865,Cl.Cl.O.c1ccc(CN2CCC(CCNc3cc4c(nn3)-c3ccccc3CCC4)CC2)cc1,120.0
CHEMBL133520,Nc1c2c(nc3cccc(F)c13)OCCC2,335.0
CHEMBL130373,Nc1c2c(nc3cnccc13)OCCC2,42.0
CHEMBL1202884,Cl.Cl.O.c1ccc(CN2CCC(CCNc3cc4ccc5ccccc5c4nn3)CC2)cc1,190.0
CHEMBL263198,Nc1c2c(nc3c1CCCC3)CCCC2,360.0
CHEMBL133906,Cc1cccc2nc3c(c(N)c12)CCCC3,99.0
CHEMBL1204162,Cl.O.c1ccc(CN2CCC(CCN=c3cc4c(n[nH]3)-c3ccccc3C4)CC2)cc1,74.0
CHEMBL134240,Nc1c2c(nc3ccc(Cl)cc13)OCCC2,9810.0
CHEMBL132030,Nc1c2c(nc3cccc(F)c13)CCCC2,78.0
CHEMBL133448,Nc1c2c(nc3ncccc13)CCCC2,429.0
CHEMBL130880,Nc1c2c(nc3c1CCC3)CCCC2,658.0
CHEMBL1202874,Cl.Cl.c1ccc(CN2CCC(CCSc3ccc(-c4ccccc4)nn3)CC2)cc1,470.0
CHEMBL133441,Nc1c2c(nc3ncccc13)OCCC2,6262.0
CHEMBL130427,Nc1c2c(nc3cnccc13)CCCC2,2600.0
CHEMBL134154,COc1cccc2nc3c(c(N)c12)CCCO3,606.0
CHEMBL132260,Nc1c2c(nc3ccccc13)OCCC2,266.0
CHEMBL1204299,Cc1cc(=NCCC2CCN(Cc3ccccc3)CC2)[nH]nc1-c1ccccc1.Cl.Cl.O,39.0
CHEMBL1204296,CCc1cc(=NCCC2CCN(Cc3ccccc3)CC2)[nH]nc1-c1ccccc1.Cl.Cl.O,66.0
CHEMBL1202885,Cl.Cl.O.c1ccc(CN2CCC(CCNc3cc4c(nn3)-c3ccccc3CC4)CC2)cc1,190.0
CHEMBL337453,Nc1c2c(nc3cccc(Cl)c13)OCCC2,313.0
CHEMBL335922,Nc1c2c(nc3c1CCCO3)CCC2,1120.0
CHEMBL132619,Cc1cccc2nc3c(c(N)c12)CCCO3,150.0
CHEMBL293316,C=CC[N+](C)(C)c1cccc(OC)c1.[Br-],10000.0
CHEMBL61515,C=CCC[N+](C)(C)c1ccccc1O.[Br-],10000.0
CHEMBL442361,COc1ccc([N+](C)(C)Cc2ccccc2)cc1.[Br-],10000.0
CHEMBL58034,C[N+](C)(C)Cc1cccc(O)c1.[Br-],10000.0
CHEMBL61965,COc1ccc(C(=O)COc2ccc([N+](C)(C)Cc3ccccc3)cc2)cc1OC.[Br-],10000.0
CHEMBL59790,COc1ccc(C(=O)CCc2ccc([N+](C)(C)C)cc2)cc1OC.[Br-],3000.0
CHEMBL62210,CC(=O)Oc1ccc([N+](C)(C)Cc2ccccc2)cc1.[Br-],10000.0
CHEMBL57003,C=CC[N+](C)(C)c1ccc(OC(C)=O)cc1.[Br-],10000.0
CHEMBL291783,C[N+](C)(Cc1ccccc1)c1ccccc1O.[Br-],10000.0
CHEMBL294498,C=CC[N+](C)(C)Cc1cccc(O)c1.[Br-],10000.0
CHEMBL300170,COc1ccc(C(=O)CCc2ccc([N+](C)(C)Cc3ccccc3)cc2)cc1OC.[Br-],1300.0
CHEMBL61312,C=CC[N+](C)(C)c1cccc(O)c1.[Br-],3000.0
CHEMBL293268,COc1cccc(C[N+](C)(C)Cc2ccccc2)c1.[Br-],10000.0
CHEMBL293751,COc1cccc([N+](C)(C)Cc2ccccc2)c1.[Br-],10000.0
CHEMBL59192,C=CC[N+](C)(C)c1cccc(OC(C)=O)c1.[Br-],1000.0
CHEMBL300176,COc1cccc(C[N+](C)(C)C)c1.[Br-],10000.0
CHEMBL61905,COc1ccccc1[N+](C)(C)Cc1ccccc1.[Br-],10000.0
CHEMBL58511,C=CC[N+](C)(C)c1ccc(OCC(=O)c2ccc(OC)c(OC)c2)cc1.[Br-],10000.0
CHEMBL59074,COc1ccc(C(=O)CCc2cccc([N+](C)(C)Cc3ccccc3)c2)cc1OC.[Br-],1040.0
CHEMBL294674,C=C(C)C[N+](C)(C)c1ccccc1O.[Br-],10000.0
CHEMBL57842,C=CC[N+](C)(C)c1ccc(OC)cc1.[Br-],10000.0
CHEMBL299898,CC(=O)Oc1ccccc1[N+](C)(C)Cc1ccccc1.[Br-],10000.0
CHEMBL60596,C=CC[N+](C)(C)c1ccccc1O.[Br-],1850.0
CHEMBL62031,COc1ccc(C(=O)COc2cccc([N+](C)(C)C)c2)cc1OC.[Br-],10000.0
CHEMBL60074,COc1ccc(C(=O)COc2cccc([N+](C)(C)Cc3ccccc3)c2)cc1OC.[Br-],330.0
CHEMBL59490,C=CC[N+](C)(C)Cc1cccc(OC)c1.[Br-],10000.0
CHEMBL61180,C[N+](C)(Cc1ccccc1)Cc1cccc(O)c1.[Br-],10000.0
CHEMBL60180,COc1ccc(C(=O)COc2ccc([N+](C)(C)C)cc2)cc1OC.[Br-],10000.0
CHEMBL294152,C=C(C)C[N+](C)(C)c1ccccc1OC.[Br-],10000.0
CHEMBL305386,C=C(C)C[N+](C)(C)c1cccc(OC)c1.[Br-],10000.0
CHEMBL294897,C[N+](C)(Cc1ccccc1)c1ccc(O)cc1.[Br-],10000.0
CHEMBL58190,CC(=O)Oc1cccc([N+](C)(C)Cc2ccccc2)c1.[Br-],10000.0
